category,word,by,post_link,post_content
clean_eating,"calorie, low-carb",Skinny_taste,https://www.facebook.com/157606644261329/posts/2448106928544611/,TACO STUFFED ZUCCHINI BOATS are always a winner for dinner!!    5 Freestyle Points • 286 Calories (for 2) GF  Low-carb  Keto https://www.skinnytaste.com/taco-stuffed-zucchini-boats/
clean_eating,"calorie, low-carb",Skinny_taste,https://www.facebook.com/157606644261329/posts/2436271929728111/,Low-carb pizza bites  a great snack or side dish!   2 Freestyle Points • 124 Calories  https://www.skinnytaste.com/zucchini-pizza-bites/
clean_eating,"calorie, low-carb",Skinny_taste,https://www.facebook.com/157606644261329/posts/2434980993190538/,These Low-Carb Chicken Enchilada Roll Ups use zucchini in place of tortillas!    5 Freestyle Points • 225 Calories (keto  gluten-free) https://www.skinnytaste.com/zucchini-chicken-enchilada-roll-ups/
clean_eating,"calorie, low-carb",Skinny_taste,https://www.facebook.com/157606644261329/posts/2460666153955355/,LOW-CARB Lettuce Wrap Steak Tacos are perfect for Taco Tuesday! Fits every diet from Whole30  Keto  Paleo to GF!   4 Freestyle Points • 256 Calories (2) https://www.skinnytaste.com/grilled-steak-lettuce-tacos/
clean_eating,"calorie, low-carb",Skinny_taste,https://www.facebook.com/157606644261329/posts/2382093831812588/,I love making these Everything Parmesan Crisps as a low-carb snack  to add to Caesar salad in place of croutons  with soup  or a great addition to any charcuterie board as an appetizer.   2 Freestyle Points • 66 Calories https://www.skinnytaste.com/everything-parmesan-crisps/
clean_eating,"calorie, low-carb",Skinny_taste,https://www.facebook.com/157606644261329/posts/2444011188954185/,LOW-CARB Chicken and Zucchini Noodle Caprese. An easy 30-minute meal!  3 Freestyle Points • 342 Calories  https://www.skinnytaste.com/chicken-zucchini-noodle-caprese/
clean_eating,low-carb,Eat_this_not_that,https://www.facebook.com/123452516277/posts/10157168156526278/,Fight stubborn belly fat and boost brainpower with these satiating high-fat  low-carb staples.
clean_eating,low-carb,Eat_this_not_that,https://www.facebook.com/123452516277/posts/10157136136451278/,Kick your dinner up a notch with this spicy  low-carb dinner recipe.
body_positive,black ,Adios Barbie,https://www.facebook.com/25567278752/posts/10156500165543753/,Trigger Warning: video shows graphic violence against a person.   Just know this:   According to a Human Rights Campaign report last year  at least 128 transgender people were killed in the U.S. from 2013 to 2018. Almost 90% of them were women  about 80% were women of color  and almost 70% were black women. Nearly two-thirds of the transgender people died from gun violence. 
body_positive,black ,Adios Barbie,https://www.facebook.com/25567278752/posts/10156571874483753/,Why was the  Central Park Jogger  out late at night jogging? She should have known better! Well  because she suffered from an #eatingdisorder that caused her to compulsively exercise. She still bares the scars of her brutal attack that she has no memory of.  Five black children/boys were wrongfully convicted of her attack. This is the system we live in. #nowinners #centralparkfive #centralparkjogger #sexism #racism #neda
body_positive,black ,I AM THAT GIRL,https://www.facebook.com/25938310970/posts/10156760365195971/,This #TeacherAppreciationWeek  we re honoring #MaryMeachum Her incredible story is an inspiration and a reminder of how far so many teachers go for their students and communities. We appreciate you and your hard work and big hearts so much! ❤️ Never stop fighting.   In 1815  Meachum’s  owner  took her to St. Louis  Missouri. Her husband followed and purchased her freedom shortly afterward. The Meachums ran a school for free and enslaved black people in the First African Baptist Church  which they later moved to a floating steamboat on the Mississippi River when the state of Missouri banned education for blacks in 1847. After the death of her husband in 1854  Meachum continued running their home on Fourth Street as a ‘safe house’ on the Underground Railroad. On May 21  1855  after an attempt to ferry nine enslaved people across the Mississippi River to freedom in Illinois  Meachum and a freedman named Isaac were arrested for breaking the Fugitive Slave Law of 1850. On May 24  1854  she was charged in court with slave theft  while charges against Isaac were dropped.   https://blackthen.com/mary-meachum-abolitionist-helped-enslaved-escape-freedom/
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2686654601348217/?substory_index=0,💗💗💗 Posted @withrepost • @bodyimage_therapist Usually  the word  judgement  brings to mind something negative. However  judgements are judgements. There may be more acceptable judgements  or more taboo judgements. For example  it s more acceptable to say  oh wow you ve lost weight  good job!  and more taboo to say  you ve gained weight  what happened? . Just because one is more socially acceptable  doesn t mean the praised-based  positive judgement  serves the person. Whether it be praising or scolding  judgements create a hierarchical interaction. It is implied that the person doing the judging has more ability than the person being judged. If a person thrives off praise  praise will always be based on the values system of the person dishing it out. . . If you ve noticed someone s weight change - it is not your task to pass judgement on that - positive or negative. If you thrive off people commenting positively on your body  especially after weight or body related change  what are you really seeking from them? . . I understand this is a topic of debate. This is the angle I take. If this doesn t vibe with you  that s okay. May it be food for thought. . . #psychology #arttherapy #healthateverysize #stigma #mentalhealth #feminism #wellbeing #health #mentalillness #fatstigma #dietculture #selflove #gratitude #bodypositivity #bopo #bodyimage #counselling #therapy #mindfulness . . . [image description: on a pink patterned background is written in black with pink highlighting  “Praising weight loss is still a judgment.” The bottom reads  “The Body Image Therapist | Ashlee Bennett”]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2661866503827027/?substory_index=0,We are always with you in the manifold fights against body terrorism. 🧡👊🏿💜👊🏾💚👊🏽💛👊🏼 Posted @withrepost • @em_ulsify A reminder that abortion is healthcare and that women are not the only people who get pregnant and who have abortions . . . . . . . . . . . . #art #artists #qtpoc #illustration #emulsifyart  #undocuart #procreate #fromtheheart #love #queerart #arttherapy #enby #feministart  #tender #heal #selfcare #community #r29regram #sketchaday  #reproductivejustice #abortionrights #illustrationoftheday #femmesofcolor #inspiration . . . [image description: illustration of a group of people gathered together. They have different body sizes  come from a variety of racial backgrounds and genders and ages  and are wearing different brightly colored outfits. One person is wearing a tan hoodie that reads “BLACK LIVES MATTER”. Another person has on a purple shirt with pink designs on it that reads “ABOLISH ICE”. A small child wears a pink shirt with a yellow revolutionary fist on it. Behind the group is an orange background. At the top of the scene are the words  “Reproductive Justice For All”.]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2723009904379353/?substory_index=0,June 19th  1865: Black America’s Independence Day — with so much unfinished work still to do. A day for reflection and celebration 🙏🏿♥️🙌🏾 (Relatedly  if you haven’t already  check out Ava DuVernay’s documentary 13th to learn about how anti-Black oppression has evolved over US history post-slavery  from the establishment of Jim Crow laws to the rise of the current era of mass incarceration.) . . Posted @withrepost • @nickelopsus Happy Juneteenth Y’all!! This beautiful holiday  so poorly represented but so fundamentally important  commentaries the end of slavery in the U.S. and deserves far greater representation and appreciation. In these tumultuous times  where everything seems to be moving backwards  let’s work hard and  celebrate our collective power  honor all the many women and men who worked  sacrificed and died for the advancements and freedoms we have and need today. Let us acknowledge our history  our flaws and  be cognizant of what we can do to better ourselves and make a better world for everyone in our communities. I love you all  respect you all  and wish you a very happy and memorable Juneteenth! #juneteenth #blm #us #america #happyjuneteenth #respect #illustration #blacklivesmatter #slavery #history #illustration #blackpower #penandink #drawing #sanfrancisco #Southern #south #ink #juneteenthatl #blackisbeautifull #melanin . . [image description: illustration of a Black person’s hand raised in a celebratory fist. They are wearing a shackle that is cracking apart to symbolize breaking free from the chains of slavery. There are flowers on both sides. Above the hand is written on a banner  “JUNETEENTH”.]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2672506542763023/,“We can give ourselves and each other room to make mistakes. We can recognize that making a mistake doesn’t mean you have to crawl into a hole and never show your face among conscious people ever again.”  [image description: Two people sit outdoors. The person on the left is wearing a red and black patterned dress and has a short curly haircut. They are looking to the person sitting beside them. The person on the left has on a red and green button up shirt  green shorts  and short haircut and beard. Source: Flickr.com]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2669105173103160/,As we roll into another Monday:  “It is the inherent ableism of society  of capitalist productivity  that teaches us that we must be of use  that we are tools to be used to produce and that the entirety of our purpose is hinged on a framework of productivity.”  [image description: A person with brown skin and long black hair stands against a light-colored wall. Their gaze is slightly downcast as they look into the distance as if they’re lost in thought. They are wearing a black tank top and fedora and have their hands on their hips. Source: Flickr.com]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2635593923120952/,“In today’s age of body and weight obsession  exercise culture is flooded with weight loss messages  many of which directly contradict messages of self love. But exercise can also be a useful tool for engaging in self love  if given the chance.”  [image description: A white woman of size with blonde hair joyfully sploshes through a puddle as she walks  swinging her arms out as she goes. Her back is to the camera. She is wearing a black tank top and rolled-up black pants. Behind her is a red building.]  https://thebodyisnotanapology.com/magazine/exercise-isnt-just-about-weight-loss-10-tips-to-navigate-radical-self-love-and-exercise-culture/
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2743494958997514/, How femininity is policed and de/valued by society across various bodies tends to be awful and restrictive. However  femme identities themselves feel divinely infinite. They transcend a simple preference for stereotypically feminine things. For me  a femme identification is a declaration of an intentional crafting of  and relationship with  gender.   [image description: A Black person with a large curly Afro lies down. They are wearing makeup  red lipstick  and a denim shirt while smiling at the camera. Source: Pexels]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2652077441472600/,“While it’s important for all folks to stop centering the emotions of white people in our activism and in our lives  it’s also important for you  and all white people  to be able to process your emotions.  Because while most of the white activists I interact with know that discomfort is a part of the anti-racism process  they also don’t give themselves space to navigate facing their privileges  negative emotions  and deconstructing white supremacy. Chances are that you don’t either.”  (image description: photo of a white person with brown hair and a black outfit looking downward and holding their face in their hand in an expression of grief or emotional overwhelm. They are positioned against a black shadowed background.)
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2715493315131012/,As we prepare for Juneteenth  we champion the stories of Black folks acting in solidarity to promote joy and thriving in otherwise-hostile spaces 🧡  “When your body feels like it’s always on display for white audiences  you have to actively work to affirm and appreciate your beauty and your Blackness for yourself  not for the consumption of others.”  [image description: A photo of a Black couple dancing outside on a path under trees in the late afternoon light. The person on the left has long dark hair and is wearing a red and black plaid camp shirt  midi-length brownish tulle skirt  and black heels. The person on the right has facial hair and their hair up in a braided bun. They are also wearing a red and black plaid camp shirt as well as dark jeans and tan work boots. Both people are looking at each other and smiling as the person on the right gently dips their partner. Source: Pixabay]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2722958887717788/,“I don’t believe everyone who is born and raised in the South should stay here to spite the rest of the nation. But I do believe that the choice to stay or leave is a personal choice that shouldn’t be swayed by misconceptions or Northern white liberalism. If we love our homes  we shouldn’t be isolated in those feelings. We should be empowered in that decision and provided with what we need to safely thrive.”  [image description: photo of a Black person with short  closely-cropped dark hair and gold dangling statement earrings standing in front of a charcoal wall. The person stares ahead with a serious  pondering look on their face.]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2744047352275608/,“How femininity is policed and de/valued by society across various bodies tends to be awful and restrictive. However  femme identities themselves feel divinely infinite. They transcend a simple preference for stereotypically feminine things. For me  a femme identification is a declaration of an intentional crafting of  and relationship with  gender.”  [image description: A Black person with a large curly Afro lies down. They are wearing makeup  red lipstick  and a denim shirt while smiling at the camera. Source: Pexels]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2710851575595186/,For many groups of people  especially Black people  trans women  and undocumented people  the police (with their track record of brutality and corruption) tend to be sources of fear and anxiety rather than a force for safety and protection. It’s important to think very carefully about what impact calling the police could have on someone. Thinking twice could save a life.  “One question to ask is  ‘How can I make this person or situation safer?’ With a mental health emergency  the immediate goal is not for the person to be 100% okay  but for them to get to a place where they can utilize other resources.”  [image description: person with dark hair. They are looking out of a window lost in thought. Their hand is on their cheek. City buildings are visible outside their window.]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2707561719257505/?substory_index=0,Posted @withrepost • @tomvslopez ITS PRIDE MONTH!! I understand the importance of helping two spirit people reclaim their power. Two spirit people have always played important roles in our tribes. We each had our own names for what we called these people but they were always treated with respect. We want the world to know we exist  we will no longer live in dark closets and corners. We step forward and accept the love we deserve. Happy pride month family; be yourself  love yourself and take care of your temple (your body.) Pride Month isn’t just about partying  it’s about celebrating the duality and freedom each and every one of us possesses and the journey we took to get here. #TwoSpiritPride . . . [image description: against a beige background is written  “HAPPY TWO-SPIRIT PRIDE MONTH”  with the words “PRIDE MONTH” written in a variety of colors. Below the words is a collage of five two-spirit people  including a person with long dark braids and a grey knit hat  a couple kissing  a person wearing a sash and headdress emblazoned with “Miss Montana Two-Spirit” over their colorful patterned clothing  and someone in a black shirt with a feather in their hair.]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2690033394343671/,Happy Pride Month  community! ❤️🧡💛💚💙 As part of our LGBTQIA+ content this month  we wanted to start on a note that speaks to the less confident  and even the fearful  among us. We support you and we send you this love note 🌈🙏🌈  “Today  try to tell yourself this: your name is not a dirty word. Love belongs to you  too. Family and futures are possible.”  [image description: Author Caroline Catlin is pictured in a black and white photo laughing as she stands outdoors with the sun and trees behind her. Source: Caroline Catlin]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2674125829267761/,Who else can relate?  “It’s part of the ongoing denial of same-sex relationships that I’m forced to contend with.”  [image description: a couple lie in bed on white sheets  gazing into each other’s eyes with subtle smiles. The person on the left has light skin and long dark curly hair. The person on the right has long straight black hair and has their arm across the other person’s back.]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2671243382889339/?substory_index=0,💕🤴🏿🌸🤴🏾🌸🤴🏽💕 Posted @withrepost • @tlynnfaz (longish post. mostly for black folks.) let black men be soft.  particularly straight cis black men  question why the word  soft  is a pejorative to them. to allow themselves to put down the hard perception of masculinity that they feel they have to uphold. to allow themselves to be soft  to be light  to be tender  to be gentle  to feel. so that they can be full expressions of their human selves. it s to expand the definitions of what masculinity and manhood are  so that all of us black women  femmes  trans and cis  gay men  and those rejecting or flowing fluidly throughout gender  do not have to deal with the harmful affects of what this white supremacist society has taught or forced yall to be. . . in my conversation with Trevor  who is drawn here  he mentioned being perceived as aggressive  and being denied his softer side. this piece is also directed to white people and non-black people who perceive black men as aggressive or as a threat because of their blackness. let them be soft. . . an older black man talked to me on the street about the piece soon after i finished putting it up. he wasn t happy. called it terrible for black men. his homophobia jumped out real quick. he took issue with the word soft. he took issue with there being flowers positioned next to the man s face. i admit that i started to doubt my work. i m not above questioning and changing my work  especially work that is placed outdoors  because i feel a sensitivity to the surrounding community. but this piece is part of a larger project on anti-blackness and sexual harassment. and any person who denies the humanity of black people in anyway  is perpetrating anti-blackness. including this older man. if cis-hetero black men interrogated the ways their manhood can be harmful  and the reasons they hold onto those harmful ideas of masculinity (is it out of necessity? survival? says who?)  maybe it would lead to them being gentler with themselves and thereby the women and queer people that are right next to them. . . [image description: black and white mural with the words “LET BLACK MEN BE SOFT” next to a portrait of a Black man with flowers.]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2724878500859160/,You are so not alone. 💚  “The reality is that the stigma around mental health keeps us so silent that we’d rather ask Google what to do than ask our friends or family.”  [image description: The black-and-white photograph shows the eyes  nose  and cheeks of a person who is looking to the side and down. The right side of the person’s face is in shadow; the left side of the face is criss-crossed by the shadows from a Venetian blind.]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2677757812237896/,The realities of partner abuse are far more complex than any TV movie would lead us to believe  because people are complex. What you may see on the outside of a relationship is not always the whole story. Let’s constantly commit to holding the truth of survivors up with compassion.  “You wouldn’t believe me because some of the abusive things he did are common behaviors society encourages in men. Because you’d perceive him as impressively confident  strong  dominant – just like a man should be.”  [image description: A person with brown skin and black hair pulled up in a bun stands outdoors wearing a black jacket and white glasses. They are looking outside the frame of the camera and have a serious expression on their face. Source: Flickr.com/ChrisGoldberg]
body_positive,black ,The_body_is_not_an_apology,https://www.facebook.com/201907573156278/posts/2645729248774086/,“Yes  I wholly understand the frustration and irritation of body shaming comments like ‘Go eat a burger ’ and I absolutely believe that campaigns like ‘Real women have curves’ are problematic. These things are body terrorism  too. However  it is a fact that skinny people are not dealing with prejudice at the same level.”  [image description: The photograph shows two people with light skin  one person thin and the other a person of size  wearing black swimsuits and wading in the ocean together. The person on the left is looking at the person on the right  who has their back to the camera.]
