position,post_id,post_by,post_text,post_published,comment_id,comment_by,is_reply,comment_message,comment_published,comment_like_count,attachment_type,attachment_url
1_34,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850001165971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Peter Eric,2019-06-17T20:27:34+0000,0,,
1_35,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850008605971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Greets for a woman chef... but always so US-centered... the belly of the world 😒,2019-06-17T20:28:39+0000,0,,
1_36,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850158790971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Gordon Ramsay tell her pal...,2019-06-17T21:39:21+0000,0,,
1_37,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156852265915971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,YES,2019-06-18T19:45:09+0000,0,,
1_38,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850197885971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Inga Johnson we gotta go to NY now,2019-06-17T22:03:37+0000,0,,
1_39,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850200015971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Ana Rodriguez 💃🏽🙏🏼 🇲🇽,2019-06-17T22:05:03+0000,1,,
1_40,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850199540971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Brenda Storch x,2019-06-17T22:04:31+0000,0,,
1_41,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850404420971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,That’s right!!!!,2019-06-17T23:34:08+0000,0,,
1_42,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850454130971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Congrats,2019-06-18T00:00:05+0000,0,,
1_43,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850501910971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Rachel Marie,2019-06-18T00:31:59+0000,0,,
1_44,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850525345971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Congratulations to you for your fine gift of cooking,2019-06-18T00:48:04+0000,0,,
1_45,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850557165971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Dylan Cowan,2019-06-18T01:10:52+0000,0,,
1_46,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850602720971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Brenda Causey Heiselt,2019-06-18T01:41:38+0000,0,,
1_47,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850632770971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Erick Reyes,2019-06-18T02:02:41+0000,0,,
1_48,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850702035971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Krystel Gauthier guuuuurl. My list is getting soooooo long.,2019-06-18T02:43:43+0000,0,,
1_49,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850696125971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Laura Sadori to add to your list 😉,2019-06-18T02:37:46+0000,0,,
1_50,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850728325971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"Alan - But Gwen no? Yeah, you need to re-examine your thinking.",2019-06-18T03:00:43+0000,0,,
1_51,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850737245971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Alycia Lanning,2019-06-18T03:08:27+0000,0,,
1_52,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850745125971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Congratulations,2019-06-18T03:16:01+0000,0,,
1_53,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850778420971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Kanoe Montaño,2019-06-18T03:42:52+0000,1,,
1_54,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850791310971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Harsh Rakhee Dwivedi,2019-06-18T03:51:48+0000,0,,
1_55,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156850792525971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Congratulations Ms Inez!!!,2019-06-18T03:53:17+0000,0,,
1_56,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851051775971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Melissa Drew let's get to NYC and Check it out! See ya there Juan Carlos and Garuda Compa. Yum!!,2019-06-18T08:03:15+0000,0,,
1_57,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851018465971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Juan Carlos Guzman Compa Garuda 👏👏,2019-06-18T07:37:09+0000,0,,
1_58,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851566420971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,yeayyy!!! Either way Ramsay will say something negative about her food if he would try it 😒,2019-06-18T14:16:06+0000,0,,
1_59,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851133795971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Michelle Rodriguez,2019-06-18T09:08:31+0000,0,,
1_60,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851306675971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Amanda Moll,2019-06-18T11:49:51+0000,2,,
1_61,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851329620971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Congratulations,2019-06-18T12:09:24+0000,0,,
1_62,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851453745971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Congratulations,2019-06-18T13:19:49+0000,0,,
1_63,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851499625971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,,2019-06-18T13:44:14+0000,0,animated_image_share,https://l.facebook.com/l.php?u=https%3A%2F%2Fmedia3.giphy.com%2Fmedia%2FzKOqnQprdq2gU%2Fgiphy.gif%3Fcid%3D120c01475d08b04b6f33435367e83c8c%26rid%3Dgiphy.gif&h=AT0Z4AsyIjGxkqaf_he7VAO1wO2E5I8TfLQvrNrkyBlQnrEu4XBhdyF3-Z4R4opJ04g5S9OgK3YLGc8vnNtidL_AQ-YvCm-AtuRZWaC72ihUgUeyUULf9ygkY52iCKWr&s=1
1_64,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156852241755971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"Malik Bilbrew  Mexicans blessed the world with the best food on the planet, hands down.",2019-06-18T19:34:00+0000,2,,
1_65,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156854395315971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Malik Bilbrew yes it true mostly the trashy people,2019-06-19T18:29:33+0000,0,,
1_66,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851604770971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"Y’all hatin on her cuz she’s Mexican, and that’s the tea. 💅🏽",2019-06-18T14:30:39+0000,3,,
1_67,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851753995971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,She's Native American by race..,2019-06-18T15:39:54+0000,1,,
1_68,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851841570971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"Oh how great she,out did a white person  I Hope more comes",2019-06-18T16:21:31+0000,0,,
1_69,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851843225971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"If she is,native American  Take the Mexican off  Still she out did a white person  Oh how wonderful",2019-06-18T16:22:43+0000,0,,
1_70,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851844700971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Good job,2019-06-18T16:23:51+0000,0,,
1_71,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851862335971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Jasmine 👀,2019-06-18T16:34:13+0000,0,,
1_72,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851932380971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Baki Turanlı demek ki oluyor 😅😂,2019-06-18T17:03:47+0000,0,,
1_73,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851946310971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Grecia Raquel Recendez,2019-06-18T17:10:51+0000,0,,
1_74,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156852056065971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Omar amazing people amazing nationality 😉🤘🏽,2019-06-18T18:12:51+0000,0,,
1_75,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156852062030971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Rustamito Hassen ❤️,2019-06-18T18:14:12+0000,0,,
1_76,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156851975805971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Rustamito Hassen,2019-06-18T17:27:20+0000,0,,
1_77,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156852740400971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,https://youtu.be/7wk1bA8niiM,2019-06-18T23:31:33+0000,0,,
1_78,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156853980590971,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Aaron Salisbury not in the least bit surprised 🙄🙄,2019-06-19T14:44:23+0000,0,,
1_79,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156852044460971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Eat that 45,2019-06-18T18:05:54+0000,0,,
1_80,25938310970_10156849578575971,378620c1b62d52ef66af775c68826a496c95cde6,I AM THAT GIRL,2019-06-17T17:00:02+0000,10156849578575971_10156852153775971,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,,2019-06-18T18:53:13+0000,0,animated_image_share,https://l.facebook.com/l.php?u=https%3A%2F%2Fmedia1.tenor.co%2Fimages%2F615b451058a5fdf3d08c906c1a018ca2%2Ftenor.gif%3Fitemid%3D5033279&h=AT0OIJkk6LT2BlL1vko5bsZuJH3jbarBJyvev6ntQRc9K8I7GnuVk28m0b4NCB68KAU5kVumTacCNlspbJRzqSdbOCR8m4a-AYy9iM5v9GZ21rdE7Qaq2VtQIQSO_-Nz&s=1
