position,post_id,post_by,post_text,post_published,comment_id,comment_by,is_reply,comment_message,comment_published,comment_like_count,attachment_type,attachment_url
4_0,188480801229230_2201380196605937,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Digestion 101: 4 Tips For A Healthy Gut]  Gut health is a popular topic these days  and there is a LOT of misinformation out there.  Dr. Jillian Teta of Fix Your Digestion walks us through the process of digestion and provides four helpful tips that she s found helpful in reducing virtually all digestive distress. Click below to learn more!,2019-06-29T15:30:01+0000,2201380196605937_2241187012625255,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Nicole Fraser,2019-06-29T15:43:01+0000,0,,
5_0,188480801229230_2195350337208923,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?,2019-06-29T13:15:01+0000,2195350337208923_2241361765941113,pageowner,1,YESSS! Windmills are some of our favoites :),2019-06-29T17:15:00+0000,0,,
5_1,188480801229230_2195350337208923,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?,2019-06-29T13:15:01+0000,2195350337208923_2241308092613147,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,❤️all of these! Windmills are awesome as well!,2019-06-29T16:45:02+0000,1,,
5_2,188480801229230_2195350337208923,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?,2019-06-29T13:15:01+0000,2195350337208923_2244609678949655,pageowner,1,We're so glad you enjoyed it! Which is your favorite?,2019-07-01T13:55:45+0000,0,,
5_3,188480801229230_2195350337208923,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?,2019-06-29T13:15:01+0000,2195350337208923_2244699245607365,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"Girls Gone Strong dead bug's, my climbers , hanging leg raises",2019-07-01T14:56:03+0000,0,,
5_4,188480801229230_2195350337208923,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?,2019-06-29T13:15:01+0000,2195350337208923_2246320468778576,pageowner,1,Nacho Garcia III - greeeat choices :),2019-07-02T13:25:52+0000,0,,
5_5,188480801229230_2195350337208923,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?,2019-06-29T13:15:01+0000,2195350337208923_2244084875668802,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,good ones we do,2019-07-01T06:38:11+0000,0,,
5_6,188480801229230_2195350337208923,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?,2019-06-29T13:15:01+0000,2195350337208923_2241049805972309,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,All of them in different variations. Hate crunches and situps. Would rather do these types of ab/core workouts top strengthen,2019-06-29T14:13:12+0000,0,,
5_7,188480801229230_2195350337208923,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?,2019-06-29T13:15:01+0000,2195350337208923_2241152049295418,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Susan SA,2019-06-29T15:21:31+0000,1,,
9_0,188480801229230_2195373513873272,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Are Fat Loss And Feminism Mutually Exclusive?]  In a world where women are taught early and often to shrink themselves in order to be worthy  fat loss can be a sensitive topic for a body-positive  pro-feminism organization like ours.  In fact  we’ve had many discussions about whether fat loss and feminism are mutually exclusive.  In this article  Erin Brown shares our stance.,2019-06-27T21:30:00+0000,2195373513873272_2242987679111855,pageowner,1,We're so glad to hear you enjoyed it. Thank YOU! <3,2019-06-30T14:59:22+0000,0,,
9_1,188480801229230_2195373513873272,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Are Fat Loss And Feminism Mutually Exclusive?]  In a world where women are taught early and often to shrink themselves in order to be worthy  fat loss can be a sensitive topic for a body-positive  pro-feminism organization like ours.  In fact  we’ve had many discussions about whether fat loss and feminism are mutually exclusive.  In this article  Erin Brown shares our stance.,2019-06-27T21:30:00+0000,2195373513873272_2242983202445636,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Absolutely loved how vital and sensible this post was. Thank you for sharing.,2019-06-30T14:56:50+0000,0,,
10_0,188480801229230_2201367239940566,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[4 Tips for Managing Your Stress Effectively]  Did you know that your body can t differentiate between different types of stress  and that we are not designed to chronically be in a high-stress state?  The biggest problem is that your body doesn t know the difference between running from a tiger  overdrawing your bank account  and doing a super high intensity workout. Which means between work  family  the gym  finances  friendships  and more... it s SO easy to get (and stay!) chronically stressed.  Learn 4 Tips for Managing Your Stress Effectively from Molly Galbraith here!,2019-06-27T15:00:02+0000,2201367239940566_2238059509604672,pageowner,1,We're so glad to hear you enjoyed it <3,2019-06-27T18:26:25+0000,0,,
10_1,188480801229230_2201367239940566,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[4 Tips for Managing Your Stress Effectively]  Did you know that your body can t differentiate between different types of stress  and that we are not designed to chronically be in a high-stress state?  The biggest problem is that your body doesn t know the difference between running from a tiger  overdrawing your bank account  and doing a super high intensity workout. Which means between work  family  the gym  finances  friendships  and more... it s SO easy to get (and stay!) chronically stressed.  Learn 4 Tips for Managing Your Stress Effectively from Molly Galbraith here!,2019-06-27T15:00:02+0000,2201367239940566_2237830029627620,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Well written piece. I hear that!,2019-06-27T16:03:29+0000,0,,
12_0,188480801229230_2195362750541015,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Making Sense of Science: The Truth About Carbs]   If you are afraid of carbs  who could blame you? The food industry both glorifies and demonizes carbohydrates.  The weight loss industry has been a driving force against carbohydrates since the early 90s  when the Atkins Diet emerged.  Taking a brief walk through fitness/dieting history  you will see that fat was once the root of all food evil  and sugar was either no problem or was actually presented as a health food!  - Dr. Krista Rompolski  In this article  Dr. Krista Rompolski helps to explain how carbs got such a bad rap  why we seem to crave them  and what it means for you. Read more here!,2019-06-26T23:00:00+0000,2195362750541015_2238321626245127,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Michelle Stewart  yes! Crazy how we get brain washed by this kind of stuff 🤦🏼‍♀️,2019-06-27T21:54:52+0000,0,,
12_1,188480801229230_2195362750541015,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Making Sense of Science: The Truth About Carbs]   If you are afraid of carbs  who could blame you? The food industry both glorifies and demonizes carbohydrates.  The weight loss industry has been a driving force against carbohydrates since the early 90s  when the Atkins Diet emerged.  Taking a brief walk through fitness/dieting history  you will see that fat was once the root of all food evil  and sugar was either no problem or was actually presented as a health food!  - Dr. Krista Rompolski  In this article  Dr. Krista Rompolski helps to explain how carbs got such a bad rap  why we seem to crave them  and what it means for you. Read more here!,2019-06-26T23:00:00+0000,2195362750541015_2238313589579264,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Pamela Piercy didn’t we just talk about this last night??,2019-06-27T21:46:51+0000,0,,
13_0,188480801229230_2199343930142897,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Is It OK to Run While Pregnant? (4 Important Considerations)]  Many women enjoy running and find the thought of having to stop — for pregnancy  injury or other reasons — distressful to consider.  It s one of the most-frequently-asked questions we get  and Physiotherapist and Pre- & Postnatal Coaching Certification Contributor Marika Hart of Herasphere - Pregnancy  Birth and Beyond is here to answer!,2019-06-26T17:00:00+0000,2199343930142897_2237393543004602,pageowner,1,"Hi Maria DeFilippi Carson! Thank you for your feedback!  Did you have a chance to read the article?  Marika says, ""running is believed to be a safe exercise for pregnant women, providing they have no medical or obstetric conditions that may put mother or baby at risk. In any case, women should be aware of signs and symptoms on when they should cease exercise and seek medical attention,"" and goes on to cite 4 questions to consider in determining whether or not it's the right choice for any individual.  As with many things, it's not always a simple yes or no answer, and we'd love for you to check it out and hear more about what you think!",2019-06-27T11:04:54+0000,1,,
13_1,188480801229230_2199343930142897,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Is It OK to Run While Pregnant? (4 Important Considerations)]  Many women enjoy running and find the thought of having to stop — for pregnancy  injury or other reasons — distressful to consider.  It s one of the most-frequently-asked questions we get  and Physiotherapist and Pre- & Postnatal Coaching Certification Contributor Marika Hart of Herasphere - Pregnancy  Birth and Beyond is here to answer!,2019-06-26T17:00:00+0000,2199343930142897_2237558502988106,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"Common sense is important and in short supply sometimes. Women need to be encouraged to protect their pregnancy by avoiding risky activities! Running is not ok, how about power walking?",2019-06-27T13:13:45+0000,0,,
13_2,188480801229230_2199343930142897,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Is It OK to Run While Pregnant? (4 Important Considerations)]  Many women enjoy running and find the thought of having to stop — for pregnancy  injury or other reasons — distressful to consider.  It s one of the most-frequently-asked questions we get  and Physiotherapist and Pre- & Postnatal Coaching Certification Contributor Marika Hart of Herasphere - Pregnancy  Birth and Beyond is here to answer!,2019-06-26T17:00:00+0000,2199343930142897_2240201269390496,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"Maria DeFilippi Carson ha!! Why don't you let the experts and medical professionals give the advice. This is not 1920 anymore and we have learned a lot about exercise during pregnancy, FYI. Everything in this article is spot on and accurate....do your homework! And btw, I ran up to 10 miles a day all the way through both of my pregnancies and guess what? I have 2 healthy, thriving young boys who came out just fine!!👌✌🤷🏼‍♀️",2019-06-29T01:43:22+0000,1,,
13_3,188480801229230_2199343930142897,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Is It OK to Run While Pregnant? (4 Important Considerations)]  Many women enjoy running and find the thought of having to stop — for pregnancy  injury or other reasons — distressful to consider.  It s one of the most-frequently-asked questions we get  and Physiotherapist and Pre- & Postnatal Coaching Certification Contributor Marika Hart of Herasphere - Pregnancy  Birth and Beyond is here to answer!,2019-06-26T17:00:00+0000,2199343930142897_2249243491819607,pageowner,1,"We appreciate that there are a wide variety of thoughts on issues surrounding what is and is not ""okay"" for women, especially surrounding pregnancy.  Our goal is to continue to provide information that is relevant and up to date, and we have a team of experts in a wide variety of fields to help us sift through that information.  Certainly, pregnancy is not the best time for someone to START to run... but that running can safely be incorporated with the considerations as listed in the article, including clearance by a healthcare provider!",2019-07-04T10:36:31+0000,1,,
13_4,188480801229230_2199343930142897,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[Is It OK to Run While Pregnant? (4 Important Considerations)]  Many women enjoy running and find the thought of having to stop — for pregnancy  injury or other reasons — distressful to consider.  It s one of the most-frequently-asked questions we get  and Physiotherapist and Pre- & Postnatal Coaching Certification Contributor Marika Hart of Herasphere - Pregnancy  Birth and Beyond is here to answer!,2019-06-26T17:00:00+0000,2199343930142897_2236849959725627,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,No,2019-06-27T02:12:40+0000,0,,
15_0,188480801229230_2195371493873474,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[4 Keys to Fat Loss Beyond  Eat Less and Move More ]  When it comes to sustainable fat loss  sometimes  eat less and move more  just doesn t cut it.  In this article  GGS Head Coach Jen Comas discusses 4 keys to fat loss you may be overlooking.  Click here to learn more!,2019-06-25T23:00:00+0000,2195371493873474_2235870999823523,pageowner,1,"Haha! Well... sleep is super important! AND, it says much more than that. :) We hope you found it helpful!",2019-06-26T14:14:13+0000,0,,
15_1,188480801229230_2195371493873474,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[4 Keys to Fat Loss Beyond  Eat Less and Move More ]  When it comes to sustainable fat loss  sometimes  eat less and move more  just doesn t cut it.  In this article  GGS Head Coach Jen Comas discusses 4 keys to fat loss you may be overlooking.  Click here to learn more!,2019-06-25T23:00:00+0000,2195371493873474_2234878303256126,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,If this says get enough sleep I'm going to cry 🤣,2019-06-26T00:34:54+0000,0,,
15_2,188480801229230_2195371493873474,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[4 Keys to Fat Loss Beyond  Eat Less and Move More ]  When it comes to sustainable fat loss  sometimes  eat less and move more  just doesn t cut it.  In this article  GGS Head Coach Jen Comas discusses 4 keys to fat loss you may be overlooking.  Click here to learn more!,2019-06-25T23:00:00+0000,2195371493873474_2234917983252158,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Felicia Marshall Krista Southern Ellison,2019-06-26T01:11:01+0000,1,,
16_0,188480801229230_2201381706605786,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,💥BRAND-NEW FREE COURSE💥  Starting new diets… Trying new programs…  Can’t nutrition and exercise just be easier?  The answer is YES  and we’re ready to show you how.  No matter what your fitness goals are -- we guarantee GGS has helped someone just like you achieve life-changing success.  It’s time to get the best results of your life --without feeling deprived of the foods you love --or exhausting yourself with exercise.  Our Girls Gone Strong Framework has helped hundreds of thousands of women all over the world get lasting results they never dreamed possible.   Now we re sharing our secrets with you.  Sign up for our FREE 5-day course  How to Step Off the Diet & Exercise Roller Coaster for Good  here!,2019-06-25T21:00:00+0000,2201381706605786_2238539629556660,pageowner,1,"Oh no! Did you check your spam or promotions folder, or search your inbox for emails from <info@girlsgonestrong.com>?",2019-06-28T01:14:06+0000,0,,
16_1,188480801229230_2201381706605786,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,💥BRAND-NEW FREE COURSE💥  Starting new diets… Trying new programs…  Can’t nutrition and exercise just be easier?  The answer is YES  and we’re ready to show you how.  No matter what your fitness goals are -- we guarantee GGS has helped someone just like you achieve life-changing success.  It’s time to get the best results of your life --without feeling deprived of the foods you love --or exhausting yourself with exercise.  Our Girls Gone Strong Framework has helped hundreds of thousands of women all over the world get lasting results they never dreamed possible.   Now we re sharing our secrets with you.  Sign up for our FREE 5-day course  How to Step Off the Diet & Exercise Roller Coaster for Good  here!,2019-06-25T21:00:00+0000,2201381706605786_2238540766223213,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Girls Gone Strong yes I did  But I only received day 2/3 lol,2019-06-28T01:14:56+0000,0,,
16_2,188480801229230_2201381706605786,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,💥BRAND-NEW FREE COURSE💥  Starting new diets… Trying new programs…  Can’t nutrition and exercise just be easier?  The answer is YES  and we’re ready to show you how.  No matter what your fitness goals are -- we guarantee GGS has helped someone just like you achieve life-changing success.  It’s time to get the best results of your life --without feeling deprived of the foods you love --or exhausting yourself with exercise.  Our Girls Gone Strong Framework has helped hundreds of thousands of women all over the world get lasting results they never dreamed possible.   Now we re sharing our secrets with you.  Sign up for our FREE 5-day course  How to Step Off the Diet & Exercise Roller Coaster for Good  here!,2019-06-25T21:00:00+0000,2201381706605786_2238550772888879,pageowner,1,"Alicia Gordon - oh no! If you send us an email at info@girlsgonestrong.com, we can get you all the days you're missing!",2019-06-28T01:24:00+0000,1,,
16_3,188480801229230_2201381706605786,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,💥BRAND-NEW FREE COURSE💥  Starting new diets… Trying new programs…  Can’t nutrition and exercise just be easier?  The answer is YES  and we’re ready to show you how.  No matter what your fitness goals are -- we guarantee GGS has helped someone just like you achieve life-changing success.  It’s time to get the best results of your life --without feeling deprived of the foods you love --or exhausting yourself with exercise.  Our Girls Gone Strong Framework has helped hundreds of thousands of women all over the world get lasting results they never dreamed possible.   Now we re sharing our secrets with you.  Sign up for our FREE 5-day course  How to Step Off the Diet & Exercise Roller Coaster for Good  here!,2019-06-25T21:00:00+0000,2201381706605786_2238301169580506,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,I had signed up the other week but didn’t get the whole 5 day course? 😉,2019-06-27T21:34:57+0000,0,,
17_0,188480801229230_2199342646809692,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[How To Do A Push-Up]  Ready to master the push-up?  In this article  Master StrongFirst Instructor and Bodyweight Training Expert Coach Karen Smith walks you through how to nail your first push-up and how to progress your push-ups with fun variations.,2019-06-25T13:15:01+0000,2199342646809692_2234112396666050,pageowner,1,"Hi Susan Price! I can totally see that. Have you tried any of the tips or progressions in this article? I've found starting from a plank can be really helpful!  Also, if you can do pushups from the floor, I've seen some success with clients using a broomstick (or something else light -- a pool noodle worked once 😂) on their backs, which can sometimes help determine where in the movement your hips are falling. I've also found it helpful to start from the floor (so your starting position is you on the ground, and you, literally, push up, making sure to squeeze your glutes).",2019-06-25T14:41:03+0000,1,,
17_1,188480801229230_2199342646809692,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[How To Do A Push-Up]  Ready to master the push-up?  In this article  Master StrongFirst Instructor and Bodyweight Training Expert Coach Karen Smith walks you through how to nail your first push-up and how to progress your push-ups with fun variations.,2019-06-25T13:15:01+0000,2199342646809692_2234127553331201,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"Girls Gone Strong that's the problem. My joints have made my spine arch more... so my back shouldn't be flat...   I'm currently in Physical Therapy (SI Joint wont stay lined up) and have a Personal Trainer. Both have told me to lower my butt, whereas my boyfriend says lift it because he knows back  should be flat. Also yesterday in PT we determined I need to bend back during a lunge to fire the correct muscles (glutes, not quads) because it's hard for me to lift up in the ""correct"" form.   My problem is trying to work out on my own or in a group class. I dont get much out of them with bad form.and the fact my glutes dont fire.",2019-06-25T14:52:09+0000,0,,
17_2,188480801229230_2199342646809692,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[How To Do A Push-Up]  Ready to master the push-up?  In this article  Master StrongFirst Instructor and Bodyweight Training Expert Coach Karen Smith walks you through how to nail your first push-up and how to progress your push-ups with fun variations.,2019-06-25T13:15:01+0000,2199342646809692_2234013216675968,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"My problem is my weird joints, I hyper extend and my hips dip. So my stance should be completely different and yet I cant see my back so I can never tell where I need to be 🤔",2019-06-25T13:29:29+0000,0,,
17_3,188480801229230_2199342646809692,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[How To Do A Push-Up]  Ready to master the push-up?  In this article  Master StrongFirst Instructor and Bodyweight Training Expert Coach Karen Smith walks you through how to nail your first push-up and how to progress your push-ups with fun variations.,2019-06-25T13:15:01+0000,2199342646809692_2236064639804159,pageowner,1,Heck yes!!! Did you check out the article? We hope you found it helpful!,2019-06-26T16:18:31+0000,1,,
17_4,188480801229230_2199342646809692,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[How To Do A Push-Up]  Ready to master the push-up?  In this article  Master StrongFirst Instructor and Bodyweight Training Expert Coach Karen Smith walks you through how to nail your first push-up and how to progress your push-ups with fun variations.,2019-06-25T13:15:01+0000,2199342646809692_2235910099819613,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,I have never been able to do a proper push up #lifegoal 😂,2019-06-26T14:38:51+0000,0,,
17_5,188480801229230_2199342646809692,696b19ae984d9c0f2dd6aa8e154058f9e28dad77,[How To Do A Push-Up]  Ready to master the push-up?  In this article  Master StrongFirst Instructor and Bodyweight Training Expert Coach Karen Smith walks you through how to nail your first push-up and how to progress your push-ups with fun variations.,2019-06-25T13:15:01+0000,2199342646809692_2234104826666807,pageowner,1,Whoa!!! Amazing work!,2019-06-25T14:35:21+0000,0,,
